"Classement","Title","Vidéo","Image de couverture","Référence groupe musculaire","Muscle cible","Position de depart","Mouvement","Intensite","Thème","serie","Contre-indication","Vidéos (Title)","Programmes-multireference","ID","Created Date","Updated Date","Owner"
63,"Extension de hanche à quatre pattes avec genoux fléchis + élastique","wix:video://v1/bf2cdd_67c72d875fbe48bab9fb360c3059e8e1/63.%20Extension%20de%20hanche%20%C3%A0%20quatre%20pattes%20avec%20genoux%20fl%C3%A9chit%20+%20%C3%A9lastique%20(1).mp4#posterUri=bf2cdd_67c72d875fbe48bab9fb360c3059e8e1f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_690a16e1a24646d0bb2b8ec2022e7318~mv2.png/63.png#originWidth=2384&originHeight=1328","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, ischio, épaules, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A quatre pattes, en appui sur les avant-bras.</p></li>
  <li><p class=""font_8"">Coudes et épaules alignées.</p></li>
  <li><p class=""font_8"">Genoux et hanche forme un angle de 90°.</p></li>
  <li><p class=""font_8"">Une jambe avec le genou fléchis.</p></li>
  <li><p class=""font_8"">Elastique au centre du corps.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter la jambe un peu plus haut que le fessier.</p></li>
  <li><p class=""font_8"">Revenir toucher la pointe des pieds au sol et repartir.</p></li>
  <li><p class=""font_8"">Expirer lors de la montée.</p></li>
</ol>","[""Tout niveau""]","[""Extension""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">aucune</p>
<p class=""font_8""><br></p>","/videos/extension-de-hanche-%C3%A0-quatre-pattes-avec-genoux-fl%C3%A9chis-%2B-%C3%A9lastique",,"9e472d66-60f4-48fb-b5dc-c087f9ad4ec8",2024-02-25T12:41:29Z,2024-02-25T18:54:17Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
21,"Tirage bras tendus à genoux bosu + poulie haute","wix:video://v1/bf2cdd_6d141ace0dd0467f84ba85297ec62487/21.%20Tirage%20bras%20tendus%20%C3%A0%20genoux%20bosu%20+%20poulie%20haute%20(1).mp4#posterUri=bf2cdd_6d141ace0dd0467f84ba85297ec62487f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_70e31f66b951495ea1740b07a51a0e4a~mv2.png/21.png#originWidth=2363&originHeight=1317","b046fccd-0996-438e-a013-1c0582cd4a60","<p class=""font_8"">Grand dorsal, biceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A genoux au centre du bosu.</p></li>
  <li><p class=""font_8"">Bras tenus vers l’avant, main à hauteur des épaules.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer la barre vers les cuisses.</p></li>
  <li><p class=""font_8"">Revenir lentement, mains à hauteur des épaules.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Tirage""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/tirage-bras-tendus-%C3%A0-genoux-bosu-%2B-poulie-haute",,"a082ae2b-84b2-400f-a9f3-5e58e94fec46",2024-02-13T19:26:43Z,2024-02-16T19:59:17Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
67,"Gainage Jacknif 1 jambe sur le ballon (niveau 1).","wix:video://v1/bf2cdd_39676efcf6b34de7bdb3df11fe055102/67.%20Gainage%20Jack%20nife%201%20jambe%20sur%20le%20ballon%20%20F%20(1).mp4#posterUri=bf2cdd_39676efcf6b34de7bdb3df11fe055102f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_768056b1988b4b24a6ca8b58ac50da8f~mv2.png/67.png#originWidth=2402&originHeight=1196","61628dfe-73ca-4e31-9ee8-f74deca4b3f9","<p class=""font_8"">Transverse, épaule, cuisse.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Main et épaule alignés en appui au sol.</p></li>
  <li><p class=""font_8"">Le genou et le milieu de la cuisse en appui sur le centre du ballon.</p></li>
  <li><p class=""font_8"">L’autre jambe décollé du ballon et tendue.</p></li>
  <li><p class=""font_8"">Tête dans le prolongement de la colonne.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Main et épaule alignés en appui au sol.</p></li>
  <li><p class=""font_8"">Le genou et le milieu de la cuisse en appui sur le centre du ballon.</p></li>
  <li><p class=""font_8"">L’autre jambe décollé du ballon et tendue.</p></li>
  <li><p class=""font_8"">Tête dans le prolongement de la colonne.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Gainage""]","<p class=""font_8""><strong>2x 12</strong> répétitions</p>","<p class=""font_8"">poignet</p>","/videos/gainage-jacknif-1-jambe-sur-le-ballon-(niveau-1).",,"a0fd1210-dd2b-4fd2-89ff-0825d760e9db",2024-02-08T10:05:21Z,2024-02-16T19:53:22Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
32,"Armenian dead lift avec haltère","wix:video://v1/bf2cdd_9aad5dfa3d6d486fa596ac45b4b5a8c2/32.%20Arm%C3%A9nian%20dead%20lift%20avec%20halt%C3%A8re.mp4#posterUri=bf2cdd_9aad5dfa3d6d486fa596ac45b4b5a8c2f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_d0969aac42504815b5a60c2516e7dc4b~mv2.png/32.png#originWidth=2337&originHeight=1311","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout sur une jambe avec le genou légèrement fléchit.</p></li>
  <li><p class=""font_8"">Ketter bell ou haltère aux mains</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Pencher le dos (en l’allongeant) à partir des deux hanches et maintenir la courbe lombaire.</p></li>
  <li><p class=""font_8"">Fléchir le genou en gardant toujours le corps parallèle au sol.</p></li>
  <li><p class=""font_8"">Revenir en tendant le genou et en redressant le tronc.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Avancé""]","[""Fente""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/armenian-dead-lift-avec-halt%C3%A8re",,"a14d8304-c554-489f-a9dc-7f9338c5b198",2024-02-12T15:34:19Z,2024-02-16T19:57:45Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
37,"Pompe sur le ballon tout niveau","wix:video://v1/bf2cdd_7a2a4bcbe6ae436785c463b8fa191101/37.%20Pompe%20sur%20le%20ballon%20tout%20niveau%20(1).mp4#posterUri=bf2cdd_7a2a4bcbe6ae436785c463b8fa191101f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_cb903b37eb5b491ea51e6e02ffa6b82b~mv2.png/37.png#originWidth=2365&originHeight=1316","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, triceps, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Le bassin, le ventre et le milieu des cuisses en appui sur le ballon.</p></li>
  <li><p class=""font_8"">Les mains légèrement en avant et plus large que les épaules.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre le buste le plus bas possible, en fléchissant les deux coudes.</p></li>
  <li><p class=""font_8"">Puis remonter les bras tendus sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Pompe""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/pompe-sur-le-ballon-tout-niveau",,"a289b837-fc9a-45d1-b95a-f62ec7a3ddfa",2024-02-16T08:54:21Z,2024-02-16T11:05:03Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
36,"Pompe mains sur le ballon + pieds au sol","wix:video://v1/bf2cdd_c9f74cbea5214f6d8f2094a4f8fb32c7/36.%20Pompe%20mains%20sur%20le%20ballon%20+%20pieds%20au%20sol%20(1).mp4#posterUri=bf2cdd_c9f74cbea5214f6d8f2094a4f8fb32c7f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_d8bc9797aaf942aa820306055e4f27b6~mv2.png/36.png#originWidth=2375&originHeight=1328","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, triceps, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Les mains à l’extérieur du ballon sans casser les poignets.</p></li>
  <li><p class=""font_8"">Les deux pieds au sol.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre le buste le plus bas possible, en fléchissant les deux coudes.</p></li>
  <li><p class=""font_8"">Puis remonter les bras tendus sans bloquer les coudes en stabilisant le ballon.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Pompe""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/pompe-mains-sur-le-ballon-%2B-pieds-au-sol",,"a316cf43-e2ea-43b8-9925-85cf283f0dce",2024-02-16T08:52:29Z,2024-02-16T11:04:44Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
2,"6.2 - Jump sur le step","wix:video://v1/796ff8_3aeb79d8e1cd4b8eaad5b08ef4e47857/23.%20Jump%20sur%20le%20step.mp4#posterUri=796ff8_3aeb79d8e1cd4b8eaad5b08ef4e47857f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_b9ca0d8b90a94cf0a71a3e033ab300ee~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.39.23.png#originWidth=2140&originHeight=1188",,"<p class=""font_8"">fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout devant le step, les pieds largeur des épaules.</p></li>
  <li><p class=""font_8"">Les coudes fléchis et les bras en avant.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Sauter sur le step et s’assoir en poussant le fessier en arrière avec l’arrière cuisse</p></li>
  <li><p class=""font_8"">parallèlement au sol. Le dos s’incline à 45° vers l’avant.</p></li>
  <li><p class=""font_8"">Descendre un pied après l’autre.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux. Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>3x 30</strong> secondes</p>","<p class=""font_8"">Genoux</p>","/videos/6.2---jump-sur-le-step","[""97f6e0a3-bb81-4f86-875b-611fb49639b8""]","a37d492f-5fed-49ef-a577-d25e4245613e",2024-02-15T15:29:27Z,2024-02-16T08:06:12Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
78,"Gainage roll à genoux + avant-bras sur le ballon","wix:video://v1/bf2cdd_31223c12d9234d0894c891146e5df8bb/78.%20Gainage%20roll%20%C3%A0%20genoux%20+%20avant%20bras%20sur%20le%20allon%20H%20(1).mp4#posterUri=bf2cdd_31223c12d9234d0894c891146e5df8bbf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_9f5ceaaab99a4195aa0ed13986ec5416~mv2.png/78.png#originWidth=2205&originHeight=1126","61628dfe-73ca-4e31-9ee8-f74deca4b3f9","<p class=""font_8"">Transverse, épaule, bas du dos.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Genoux face au ballon.</p></li>
  <li><p class=""font_8"">Avant-bras sur le dessus du ballon</p></li>
  <li><p class=""font_8"">Dos penché légèrement vers l’avant.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Maintenir la position en contractant un peu les abdominaux.</p></li>
  <li><p class=""font_8"">Faire rouler le ballon vers l’avant en partant avec le haut du dos puis le tronc.</p></li>
  <li><p class=""font_8"">Maintenant le bassin ferme.</p></li>
  <li><p class=""font_8"">Revenir en position de départ avec maintenant le haut du dos.</p></li>
  <li><p class=""font_8"">Inspirer avec le nez et expirer avec la bouche.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Gainage""]","<p class=""font_8""><strong>2x 12</strong> répétitions</p>","<p class=""font_8"">épaule et bas du dos.</p>","/videos/gainage-roll-%C3%A0-genoux-%2B-avant-bras-sur-le-ballon",,"a39352fa-fb16-4f29-a912-eda8e1115f84",2024-02-08T10:06:22Z,2024-02-16T19:53:02Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
2,"5.2 - Fente pied avant sur le step + haltère","wix:video://v1/796ff8_73039c258fb843a2865b884f5c611f6a/7.%20Fente%20pied%20avant%20sttep%20+%20halt%C3%A8re%20H.mp4#posterUri=796ff8_73039c258fb843a2865b884f5c611f6af000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_1ba293626ab043049c5a1bc98563c011~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.36.30.png#originWidth=2144&originHeight=1192",,"<p class=""font_8"">fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Pied avant sur le step.</p></li>
  <li><p class=""font_8"">Aligner le genou de la jambe avant sous la cheville.</p></li>
  <li><p class=""font_8"">Le genou de la jambe arrière est fléchit et la jambe relâchée.</p></li>
  <li><p class=""font_8"">Haltères aux mains.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Transférer le poids du corps sur la jambe avant.</p></li>
  <li><p class=""font_8"">Descendre en poussant légèrement le fessier vers l’arrière.</p></li>
  <li><p class=""font_8"">Amener l’arrière cuisse de la jambe avant parallèlement au sol au maximun.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer le genou et en maintenant l’axe genou-cheville.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Cuisse""]","<p class=""font_8""><strong>3x 15</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/5.2---fente-pied-avant-sur-le-step-%2B-halt%C3%A8re","[""ab6f8847-acea-4ef6-b688-987c75fd053b""]","a4466fad-f45c-4f9a-a1e5-3815dbe66330",2024-02-13T23:59:41Z,2024-02-16T08:15:41Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
3,"Triceps debout + poulie et corde","wix:video://v1/796ff8_ce74c5f890d241dcb2823f59d24fcdca/3.%20Triceps%20debout%20+%20poulie%20haute%20et%20corde.mp4#posterUri=796ff8_ce74c5f890d241dcb2823f59d24fcdcaf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_d4ed9d9bb5c64c18a90e044c927a30e3~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20101458.png#originWidth=1904&originHeight=994","80aca233-c8c6-4da5-88c7-70001ba70723","<p class=""font_8"">Triceps, épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout en appui sur une jambe, les genoux légèrement fléchis.</p></li>
  <li><p class=""font_8"">Les bras fléchis à 90 °</p></li>
  <li><p class=""font_8"">Allonger la colonne vertébrale.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre les bras sans écarter les coudes de la taille puis revenir en fléchissant les coudes à</p></li>
  <li><p class=""font_8"">90°.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Débutant""]","[""Triceps""]","<p class=""font_8""><strong>3X12</strong> répétitions</p>","<p class=""font_8"">épicondylite (coude)</p>","/videos/triceps-debout-%2B-poulie-et-corde",,"a53a4b65-87c4-4312-b3f0-5010aca478a4",2024-02-06T08:38:47Z,2024-02-22T10:45:16Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
34,"Gainage oblique avant-bras le bosu + pieds sol","wix:video://v1/bf2cdd_092324cc39014cb4a7a3e0766b30d93e/34.%20Gainage%20oblique%20avant%20bosu%20+%20pieds%20sol%20H%20(2).mp4#posterUri=bf2cdd_092324cc39014cb4a7a3e0766b30d93ef000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_463792d1722a4074a537f314ed20dee9~mv2.png/34.png#originWidth=2393&originHeight=1158","61628dfe-73ca-4e31-9ee8-f74deca4b3f9","<p class=""font_8"">Obliques et épaules.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Coude et épaule alignés en appuie au centre du bosu.</p></li>
  <li><p class=""font_8"">Pieds joints au sol.</p></li>
  <li><p class=""font_8"">Tête dans le prolongement de la colonne.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Maintenir la position en contractant un peu les abdominaux.</p></li>
  <li><p class=""font_8"">Inspirer avec le nez et expirer avec la bouche.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Gainage"",""Oblique""]","<p class=""font_8"">2x 30 à 60 secondes.</p>","<p class=""font_8"">problème cardio vasculaire</p>","/videos/gainage-oblique-avant-bras-le-bosu-%2B-pieds-sol",,"a647f796-0db4-487b-bdfc-5ef940342391",2024-02-08T09:35:42Z,2024-02-16T19:54:49Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
41,"Sumo Squat sol + ketter bell","wix:video://v1/bf2cdd_52e2c9c34bcf4c2eaace7f18005b1991/41.%20Squat%20sumo%20+%20ketter%20bell.mp4#posterUri=bf2cdd_52e2c9c34bcf4c2eaace7f18005b1991f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_c7598ccc88204dd0b43dd6769dac08b2~mv2.png/41.png#originWidth=2224&originHeight=1305","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, jambes écartées et les pointes de pieds vers l’extérieur.</p></li>
  <li><p class=""font_8"">Ketter bell aux mains.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.</p></li>
  <li><p class=""font_8"">Les genoux avancent vers la pointe des pieds lors du mouvement.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au sol.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Squat""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/sumo-squat-sol-%2B-ketter-bell",,"a875666e-9beb-4d99-9216-f533b0c6fcf4",2024-02-12T15:34:23Z,2024-02-16T19:57:40Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
4,"8.4 - Superman couché au sol.","wix:video://v1/796ff8_647d168d501a480eaefb57ff64412d19/63.%20Superman%20couch%C3%A9%20au%20sol.mp4#posterUri=796ff8_647d168d501a480eaefb57ff64412d19f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_053a8e2db0414a22ae419710466b16bc~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.45.41.png#originWidth=2148&originHeight=1194",,"<p class=""font_8"">grand dorsal, lombaires.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A plat ventre au sol avec la tête au sol.</p></li>
  <li><p class=""font_8"">Les bras tendus vers l’avant.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter le bras droit en même temps que la jambe gauche.</p></li>
  <li><p class=""font_8"">Allez chercher l’allongement du bras et de la jambe durant le mouvement.</p></li>
  <li><p class=""font_8"">Revenir lentement en position de départ et alterner avec l’autre côté.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>2x 12</strong> répétitions</p>","<p class=""font_8"">Aucune</p>","/videos/8.4---superman-couch%C3%A9-au-sol.","[""a8b64752-a497-46b9-aea7-62757eca9acb""]","a8b9e4cc-46cd-43fb-bfbc-914b1f2980c9",2024-02-16T01:18:55Z,2024-02-16T07:57:13Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
78,"Adduction couché sur le côté","wix:video://v1/bf2cdd_457f029a54c14e1390c2c2cb4e8ae277/78.%20Adduction%20couch%C3%A9%20sur%20le%20c%C3%B4t%C3%A9%20(1).mp4#posterUri=bf2cdd_457f029a54c14e1390c2c2cb4e8ae277f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_5dce892c21a044a59210b50586a56ea9~mv2.png/78.png#originWidth=2276&originHeight=1318","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Adducteur.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le côté. La tête repose sur un bras et l’autre main est sur la hanche.</p></li>
  <li><p class=""font_8"">Ouvrir la cage thoracique et laisser un espace au niveau de votre taille.</p></li>
  <li><p class=""font_8"">La jambe côté plafond est fléchit à 45°.</p></li>
  <li><p class=""font_8"">Abdominaux contractés.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Soulever la jambe en décollant le genou et le milieu de la cuisse du sol.</p></li>
  <li><p class=""font_8"">Revenir sans poser le pied au sol.</p></li>
  <li><p class=""font_8"">Expirer lors de l’adduction.</p></li>
</ol>","[""Tout niveau""]","[""Abduction""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">aucune</p>
<p class=""font_8""><br></p>","/videos/adduction-couch%C3%A9-sur-le-c%C3%B4t%C3%A9",,"a9a0317c-aae8-4b1a-8c13-d9eb712afe64",2024-02-12T15:37:50Z,2024-02-16T19:57:14Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
7,"Fente guidée sur machine Smith","wix:video://v1/bf2cdd_283548deb31f47f1a0b9c21abe569d7c/7.%20Fessier%20Jambe%20fente%20guid%C3%A9%20sur%20Smith%20(1).mp4#posterUri=bf2cdd_283548deb31f47f1a0b9c21abe569d7cf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_ed428eec3f704599a83a2cf8dcf21084~mv2.png/Machines_7.png#originWidth=2350&originHeight=1246","0bf221d1-ef71-4b55-bbab-98af50c1c6bf","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Aligner le genou de la jambe avant sous la cheville.</p></li>
  <li><p class=""font_8"">Le genou de la jambe arrière est fléchit et la jambe relâchée.</p></li>
  <li><p class=""font_8"">Positionner la barre sur le haut du dos et non pas sur la nuque.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Transférer le poids du corps sur la jambe avant.</p></li>
  <li><p class=""font_8"">Descendre en poussant légèrement le fessier vers l’arrière.</p></li>
  <li><p class=""font_8"">Amener l’arrière cuisse de la jambe avant parallèlement au sol au maximum.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer le genou et en maintenant l’axe genou-cheville.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Fessier"",""Jambe""]","<p class=""font_8""><strong>3x 12</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/fente-guid%C3%A9e-sur-machine-smith",,"aa1ac1d1-10a6-49a7-9af8-a8393603307d",2024-02-13T15:28:16Z,2024-02-14T10:58:19Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
1,"Abduction de hanche assis (profile)","wix:video://v1/796ff8_49d11bd2031c4fcd8109cae6ce136d74/1.%20Abduction%20de%20hanche%20assis%20(de%20profil)%20avec%20%C3%A9lastique%20bande.mp4#posterUri=796ff8_49d11bd2031c4fcd8109cae6ce136d74f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_8bf6fe1f522f4b789abd30b76d6216b2~mv2.png/Capture%20d'%C3%A9cran%202024-02-12%20234141.png#originWidth=1905&originHeight=986","85c8b439-1157-4d08-8158-485e4dd5ca85","<p class=""font_8"">Abducteur, TFL, moyen fessier.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Assis au bout du banc, la courbe du dos neutre et le dos allongé.</p></li>
  <li><p class=""font_8"">Les mains en appui derrière les hanches et les pieds parallèle au sol.</p></li>
  <li><p class=""font_8"">L’élastique band au-dessus des genoux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer l’élastique bande vers l’extérieur et ouvrir les genoux.</p></li>
  <li><p class=""font_8"">Revenir les genoux dans l’axe des hanches.</p></li>
  <li><p class=""font_8"">Expirer lors du mouvement et tenir les abdominaux</p></li>
</ol>","[""Tout niveau""]","[""Fessier jambe""]","<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/abduction-de-hanche-assis-(profile)",,"aa3e7afc-cf82-43b9-9bf5-9245ec416537",2024-02-12T22:27:44Z,2024-02-16T19:48:48Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
